dayname,minutes_watched,date_watched,weekday,date_watched_m,date_watched_m_n,student_country
Sunday,10.3,2022-07-03,6,7,July,Other
Wednesday,25.4,2022-07-06,2,7,July,Other
Monday,142.1,2022-07-04,0,7,July,Other
Tuesday,121.7,2022-07-05,1,7,July,Other
Friday,24.8,2022-08-05,4,8,August,Other
Saturday,0.4,2022-08-06,5,8,August,Other
Friday,170.6,2022-07-01,4,7,July,Other
Saturday,28.2,2022-07-02,5,7,July,Other
Thursday,14.2,2022-06-30,3,6,June,Other
Wednesday,27.3,2022-06-29,2,6,June,Other
Thursday,46.9,2022-06-30,3,6,June,Other
Wednesday,10.4,2022-06-29,2,6,June,Other
Thursday,6.4,2022-08-25,3,8,August,Other
Wednesday,1.1,2022-06-29,2,6,June,Other
Wednesday,18.0,2022-06-29,2,6,June,Other
Thursday,2.5,2022-06-30,3,6,June,Other
Thursday,0.8,2022-06-30,3,6,June,Other
Thursday,132.8,2022-06-30,3,6,June,Other
Friday,11.3,2022-07-01,4,7,July,Other
Tuesday,13.9,2022-07-05,1,7,July,Other
Wednesday,3.1,2022-07-20,2,7,July,Other
Thursday,17.0,2022-07-21,3,7,July,Other
Friday,4.9,2022-07-22,4,7,July,Other
Thursday,1.8,2022-06-30,3,6,June,Other
Thursday,39.9,2022-06-30,3,6,June,Other
Thursday,34.3,2022-06-30,3,6,June,Other
Saturday,3.6,2022-08-13,5,8,August,Other
Thursday,0.3,2022-08-18,3,8,August,Other
Wednesday,184.5,2022-08-17,2,8,August,Other
Monday,26.0,2022-08-15,0,8,August,Other
Friday,14.5,2022-08-12,4,8,August,Other
Sunday,72.1,2022-08-14,6,8,August,Other
Tuesday,183.6,2022-08-16,1,8,August,Other
Thursday,6.5,2022-06-30,3,6,June,Other
Thursday,36.4,2022-06-30,3,6,June,Other
Saturday,0.8,2022-07-30,5,7,July,Other
Thursday,76.7,2022-06-30,3,6,June,Other
Thursday,0.7,2022-06-30,3,6,June,Other
Thursday,32.9,2022-06-30,3,6,June,Other
Thursday,0.1,2022-06-30,3,6,June,Other
Thursday,0.2,2022-06-30,3,6,June,Other
Thursday,58.5,2022-07-14,3,7,July,Other
Tuesday,90.9,2022-08-16,1,8,August,Other
Wednesday,88.5,2022-08-17,2,8,August,Other
Thursday,67.9,2022-08-18,3,8,August,Other
Thursday,3.6,2022-06-30,3,6,June,Other
Thursday,3.7,2022-06-30,3,6,June,Other
Thursday,0.3,2022-06-30,3,6,June,Other
Thursday,1.6,2022-09-01,3,9,September,Other
Thursday,0.3,2022-06-30,3,6,June,Other
Thursday,0.3,2022-06-30,3,6,June,Other
Thursday,0.2,2022-06-30,3,6,June,Other
Thursday,1.6,2022-06-30,3,6,June,Other
Thursday,3.2,2022-06-30,3,6,June,Other
Thursday,6.4,2022-06-30,3,6,June,Other
Thursday,1.2,2022-06-30,3,6,June,Other
Thursday,1.8,2022-06-30,3,6,June,Other
Thursday,11.3,2022-06-30,3,6,June,Other
Sunday,1.7,2022-07-03,6,7,July,Other
Thursday,6.6,2022-06-30,3,6,June,Other
Friday,5.2,2022-07-01,4,7,July,Other
Monday,5.8,2022-07-04,0,7,July,Other
Tuesday,0.3,2022-07-05,1,7,July,Other
Thursday,16.9,2022-06-30,3,6,June,Other
Friday,0.3,2022-07-01,4,7,July,Other
Saturday,0.6,2022-07-02,5,7,July,Other
Thursday,0.4,2022-06-30,3,6,June,Other
Thursday,1.2,2022-06-30,3,6,June,Other
Sunday,55.8,2022-07-03,6,7,July,Other
Monday,59.6,2022-07-04,0,7,July,Other
Friday,83.5,2022-07-08,4,7,July,Other
Monday,1.8,2022-07-11,0,7,July,Other
Saturday,35.4,2022-07-02,5,7,July,Other
Sunday,25.4,2022-07-17,6,7,July,Other
Thursday,26.8,2022-06-30,3,6,June,Other
Tuesday,55.8,2022-07-05,1,7,July,Other
Thursday,20.2,2022-07-07,3,7,July,Other
Thursday,0.4,2022-06-30,3,6,June,Other
Saturday,16.3,2022-07-02,5,7,July,Other
Saturday,0.5,2022-07-09,5,7,July,Other
Thursday,3.5,2022-07-14,3,7,July,Other
Friday,0.9,2022-07-01,4,7,July,Other
Friday,0.3,2022-07-01,4,7,July,Other
Friday,42.0,2022-07-01,4,7,July,Other
Monday,45.5,2022-07-04,0,7,July,Other
Thursday,42.3,2022-07-07,3,7,July,Other
Wednesday,7.8,2022-08-03,2,8,August,Other
Thursday,0.2,2022-08-04,3,8,August,Other
Friday,0.1,2022-08-05,4,8,August,Other
Wednesday,32.0,2022-09-21,2,9,September,Other
Monday,11.9,2022-10-10,0,10,October,Other
Thursday,6.9,2022-09-22,3,9,September,Other
Monday,3.4,2022-09-26,0,9,September,Other
Tuesday,0.1,2022-09-27,1,9,September,Other
Tuesday,1.4,2022-10-04,1,10,October,Other
Friday,14.1,2022-07-08,4,7,July,Other
Monday,50.0,2022-07-11,0,7,July,Other
Tuesday,10.7,2022-07-12,1,7,July,Other
Wednesday,2.7,2022-07-13,2,7,July,Other
Thursday,34.3,2022-07-14,3,7,July,Other
Friday,17.1,2022-07-15,4,7,July,Other
Monday,23.4,2022-07-18,0,7,July,Other
Wednesday,23.4,2022-07-20,2,7,July,Other
Monday,47.8,2022-08-01,0,8,August,Other
Friday,22.0,2022-07-01,4,7,July,Other
Friday,34.5,2022-07-01,4,7,July,Other
Tuesday,4.5,2022-07-05,1,7,July,Other
Thursday,27.7,2022-07-07,3,7,July,Other
Friday,0.5,2022-07-01,4,7,July,Other
Friday,37.1,2022-07-01,4,7,July,Other
Thursday,39.3,2022-10-06,3,10,October,Other
Monday,1.6,2022-10-10,0,10,October,Other
Friday,42.1,2022-07-01,4,7,July,Other
Friday,102.4,2022-07-01,4,7,July,Other
Saturday,21.9,2022-07-02,5,7,July,Other
Friday,0.6,2022-07-01,4,7,July,Other
Friday,1.0,2022-07-01,4,7,July,Other
Friday,0.6,2022-07-01,4,7,July,Other
Friday,0.3,2022-07-01,4,7,July,Other
Friday,20.7,2022-07-01,4,7,July,Other
Wednesday,3.4,2022-09-07,2,9,September,Other
Friday,0.8,2022-07-01,4,7,July,Other
Friday,0.1,2022-07-01,4,7,July,Other
Tuesday,23.3,2022-08-16,1,8,August,Other
Wednesday,0.2,2022-09-21,2,9,September,Other
Sunday,45.6,2022-09-18,6,9,September,Other
Monday,21.1,2022-09-19,0,9,September,Other
Tuesday,7.9,2022-09-20,1,9,September,Other
Friday,9.9,2022-07-01,4,7,July,Other
Thursday,0.5,2022-07-07,3,7,July,Other
Saturday,3.1,2022-07-09,5,7,July,Other
Friday,0.3,2022-07-01,4,7,July,Other
Friday,0.2,2022-07-01,4,7,July,Other
Friday,6.5,2022-07-01,4,7,July,Other
Saturday,0.1,2022-07-02,5,7,July,Other
Friday,44.1,2022-07-01,4,7,July,Other
Friday,1.5,2022-07-01,4,7,July,Other
Friday,0.4,2022-07-01,4,7,July,Other
Friday,1.8,2022-07-01,4,7,July,Other
Friday,1.5,2022-07-01,4,7,July,Other
Friday,4.6,2022-07-01,4,7,July,Other
Friday,36.1,2022-07-01,4,7,July,Other
Friday,11.3,2022-07-01,4,7,July,Other
Tuesday,13.9,2022-07-05,1,7,July,Other
Friday,30.2,2022-07-01,4,7,July,Other
Saturday,25.6,2022-07-02,5,7,July,Other
Sunday,1.4,2022-07-03,6,7,July,Other
Friday,2.2,2022-07-01,4,7,July,Other
Sunday,78.4,2022-07-03,6,7,July,Other
Monday,68.0,2022-07-04,0,7,July,Other
Wednesday,11.2,2022-10-19,2,10,October,Other
Monday,22.5,2022-07-11,0,7,July,Other
Tuesday,15.8,2022-07-12,1,7,July,Other
Thursday,10.4,2022-08-18,3,8,August,Other
Wednesday,7.5,2022-07-13,2,7,July,Other
Thursday,9.4,2022-07-14,3,7,July,Other
Wednesday,34.6,2022-07-27,2,7,July,Other
Monday,0.1,2022-07-25,0,7,July,Other
Tuesday,0.1,2022-07-26,1,7,July,Other
Monday,8.7,2022-08-01,0,8,August,Other
Tuesday,51.6,2022-08-02,1,8,August,Other
Wednesday,27.7,2022-08-03,2,8,August,Other
Wednesday,12.7,2022-08-17,2,8,August,Other
Friday,20.3,2022-08-19,4,8,August,Other
Monday,30.9,2022-10-03,0,10,October,Other
Tuesday,67.6,2022-10-18,1,10,October,Other
Monday,0.9,2022-10-17,0,10,October,Other
Thursday,16.0,2022-10-20,3,10,October,Other
Friday,1.3,2022-07-29,4,7,July,Other
Sunday,3.7,2022-07-31,6,7,July,Other
Saturday,0.1,2022-08-06,5,8,August,Other
Saturday,37.8,2022-07-02,5,7,July,Other
Saturday,1.4,2022-07-02,5,7,July,Other
Saturday,1.4,2022-07-02,5,7,July,Other
Saturday,9.8,2022-07-02,5,7,July,Other
Saturday,0.6,2022-07-02,5,7,July,Other
Saturday,33.2,2022-07-02,5,7,July,Other
Saturday,35.0,2022-07-02,5,7,July,Other
Monday,24.4,2022-07-04,0,7,July,Other
Saturday,30.6,2022-07-02,5,7,July,Other
Sunday,23.3,2022-07-03,6,7,July,Other
Friday,0.3,2022-09-23,4,9,September,Other
Tuesday,0.1,2022-10-11,1,10,October,Other
Sunday,109.2,2022-07-03,6,7,July,Other
Thursday,0.3,2022-07-21,3,7,July,Other
Thursday,27.2,2022-07-28,3,7,July,Other
Sunday,5.8,2022-07-24,6,7,July,Other
Monday,2.5,2022-07-04,0,7,July,Other
Saturday,21.6,2022-07-02,5,7,July,Other
Sunday,0.3,2022-07-03,6,7,July,Other
Tuesday,15.2,2022-07-05,1,7,July,Other
Saturday,30.3,2022-07-02,5,7,July,Other
Monday,13.2,2022-07-04,0,7,July,Other
Tuesday,6.7,2022-07-05,1,7,July,Other
Saturday,9.6,2022-07-09,5,7,July,Other
Saturday,0.2,2022-07-02,5,7,July,Other
Saturday,0.7,2022-07-02,5,7,July,Other
Saturday,2.0,2022-07-02,5,7,July,Other
Saturday,1.3,2022-07-02,5,7,July,Other
Saturday,0.2,2022-07-02,5,7,July,Other
Saturday,0.3,2022-07-02,5,7,July,Other
Tuesday,17.8,2022-07-05,1,7,July,Other
Saturday,0.8,2022-07-02,5,7,July,Other
Saturday,143.6,2022-07-02,5,7,July,Other
Sunday,9.8,2022-08-07,6,8,August,Other
Sunday,11.0,2022-07-10,6,7,July,Other
Monday,33.6,2022-08-08,0,8,August,Other
Saturday,14.0,2022-08-13,5,8,August,Other
Friday,38.6,2022-09-23,4,9,September,Other
Sunday,25.4,2022-08-28,6,8,August,Other
Monday,56.3,2022-07-11,0,7,July,Other
Thursday,14.2,2022-07-21,3,7,July,Other
Friday,44.7,2022-09-09,4,9,September,Other
Monday,1.4,2022-09-19,0,9,September,Other
Thursday,138.5,2022-07-07,3,7,July,Other
Wednesday,85.2,2022-10-05,2,10,October,Other
Friday,65.4,2022-10-07,4,10,October,Other
Monday,96.5,2022-10-10,0,10,October,Other
Saturday,76.5,2022-10-08,5,10,October,Other
Tuesday,70.1,2022-10-11,1,10,October,Other
Wednesday,84.9,2022-10-12,2,10,October,Other
Sunday,15.2,2022-10-16,6,10,October,Other
Thursday,79.0,2022-10-13,3,10,October,Other
Monday,127.9,2022-10-17,0,10,October,Other
Saturday,107.8,2022-10-15,5,10,October,Other
Tuesday,45.9,2022-10-18,1,10,October,Other
Wednesday,70.2,2022-10-19,2,10,October,Other
Thursday,35.9,2022-10-20,3,10,October,Other
Wednesday,41.0,2022-07-06,2,7,July,Other
Thursday,12.1,2022-07-07,3,7,July,Other
Friday,34.4,2022-07-08,4,7,July,Other
Saturday,90.0,2022-07-09,5,7,July,Other
Friday,73.8,2022-09-30,4,9,September,Other
Monday,25.2,2022-08-15,0,8,August,Other
Monday,30.2,2022-07-18,0,7,July,Other
Friday,117.9,2022-08-05,4,8,August,Other
Friday,140.1,2022-08-12,4,8,August,Other
Wednesday,103.0,2022-08-03,2,8,August,Other
Tuesday,50.2,2022-10-04,1,10,October,Other
Monday,60.4,2022-10-03,0,10,October,Other
Thursday,87.9,2022-08-04,3,8,August,Other
Thursday,54.1,2022-09-22,3,9,September,Other
Saturday,63.1,2022-08-06,5,8,August,Other
Sunday,76.9,2022-10-02,6,10,October,Other
Thursday,5.7,2022-08-11,3,8,August,Other
Tuesday,17.0,2022-09-20,1,9,September,Other
Wednesday,46.9,2022-09-21,2,9,September,Other
Tuesday,83.2,2022-09-27,1,9,September,Other
Friday,23.7,2022-09-23,4,9,September,Other
Sunday,46.4,2022-09-25,6,9,September,Other
Monday,10.1,2022-09-26,0,9,September,Other
Wednesday,1.1,2022-09-28,2,9,September,Other
Thursday,70.1,2022-09-29,3,9,September,Other
Friday,26.8,2022-07-29,4,7,July,Other
Saturday,50.3,2022-07-30,5,7,July,Other
Thursday,28.0,2022-08-18,3,8,August,Other
Monday,14.6,2022-08-22,0,8,August,Other
Tuesday,82.6,2022-08-23,1,8,August,Other
Wednesday,33.2,2022-08-24,2,8,August,Other
Tuesday,1.4,2022-09-06,1,9,September,Other
Friday,6.6,2022-08-26,4,8,August,Other
Sunday,9.2,2022-08-28,6,8,August,Other
Wednesday,20.8,2022-09-07,2,9,September,Other
Friday,42.6,2022-09-09,4,9,September,Other
Monday,71.6,2022-09-12,0,9,September,Other
Saturday,24.7,2022-09-10,5,9,September,Other
Tuesday,23.5,2022-09-13,1,9,September,Other
Wednesday,42.5,2022-09-14,2,9,September,Other
Thursday,31.4,2022-09-15,3,9,September,Other
Friday,7.9,2022-09-16,4,9,September,Other
Thursday,42.1,2022-07-21,3,7,July,Other
Tuesday,98.3,2022-07-19,1,7,July,Other
Wednesday,63.6,2022-07-20,2,7,July,Other
Saturday,57.2,2022-08-13,5,8,August,Other
Friday,23.2,2022-07-22,4,7,July,Other
Thursday,58.0,2022-10-06,3,10,October,Other
Tuesday,26.7,2022-08-16,1,8,August,Other
Sunday,13.0,2022-10-09,6,10,October,Other
Friday,20.7,2022-10-14,4,10,October,Other
Sunday,18.1,2022-08-14,6,8,August,Other
Wednesday,40.7,2022-08-17,2,8,August,Other
Tuesday,23.3,2022-07-05,1,7,July,Other
Tuesday,19.1,2022-07-12,1,7,July,Other
Sunday,4.2,2022-07-24,6,7,July,Other
Monday,69.7,2022-07-25,0,7,July,Other
Tuesday,24.7,2022-07-26,1,7,July,Other
Wednesday,26.6,2022-07-27,2,7,July,Other
Thursday,39.4,2022-07-28,3,7,July,Other
Monday,10.1,2022-08-01,0,8,August,Other
Tuesday,46.2,2022-08-02,1,8,August,Other
Sunday,43.5,2022-07-10,6,7,July,Other
Monday,61.4,2022-07-11,0,7,July,Other
Thursday,57.2,2022-07-14,3,7,July,Other
Sunday,33.8,2022-07-17,6,7,July,Other
Friday,32.6,2022-07-15,4,7,July,Other
Saturday,80.1,2022-07-16,5,7,July,Other
Saturday,3.1,2022-07-02,5,7,July,Other
Sunday,11.0,2022-07-03,6,7,July,Other
Tuesday,74.5,2022-07-12,1,7,July,Other
Thursday,79.0,2022-07-14,3,7,July,Other
Friday,15.1,2022-07-15,4,7,July,Other
Monday,79.9,2022-07-04,0,7,July,Other
Tuesday,268.0,2022-07-05,1,7,July,Other
Thursday,107.8,2022-07-07,3,7,July,Other
Sunday,112.4,2022-07-10,6,7,July,Other
Friday,82.9,2022-07-08,4,7,July,Other
Monday,54.9,2022-07-11,0,7,July,Other
Wednesday,342.2,2022-07-06,2,7,July,Other
Thursday,37.2,2022-08-04,3,8,August,Other
Tuesday,19.1,2022-10-11,1,10,October,Other
Wednesday,89.2,2022-10-12,2,10,October,Other
Friday,12.7,2022-08-05,4,8,August,Other
Thursday,44.8,2022-10-13,3,10,October,Other
Sunday,31.3,2022-07-17,6,7,July,Other
Saturday,39.7,2022-07-30,5,7,July,Other
Monday,16.5,2022-07-18,0,7,July,Other
Sunday,56.6,2022-07-31,6,7,July,Other
Monday,5.4,2022-08-01,0,8,August,Other
Tuesday,56.0,2022-08-02,1,8,August,Other
Wednesday,53.7,2022-07-13,2,7,July,Other
Saturday,31.4,2022-07-09,5,7,July,Other
Sunday,42.5,2022-07-03,6,7,July,Other
Sunday,1.2,2022-07-03,6,7,July,Other
Monday,54.2,2022-07-25,0,7,July,Other
Sunday,68.6,2022-07-03,6,7,July,Other
Monday,65.8,2022-08-01,0,8,August,Other
Tuesday,24.8,2022-07-05,1,7,July,Other
Saturday,32.6,2022-07-09,5,7,July,Other
Friday,0.5,2022-07-15,4,7,July,Other
Monday,15.2,2022-07-11,0,7,July,Other
Wednesday,45.8,2022-07-13,2,7,July,Other
Saturday,32.2,2022-07-16,5,7,July,Other
Monday,21.7,2022-07-18,0,7,July,Other
Tuesday,31.9,2022-07-19,1,7,July,Other
Thursday,32.0,2022-07-21,3,7,July,Other
Friday,30.6,2022-07-29,4,7,July,Other
Sunday,10.1,2022-07-31,6,7,July,Other
Sunday,3.6,2022-07-03,6,7,July,Other
Friday,3.5,2022-09-30,4,9,September,Other
Tuesday,2.5,2022-07-12,1,7,July,Other
Sunday,5.0,2022-07-03,6,7,July,Other
Thursday,0.1,2022-09-01,3,9,September,Other
Tuesday,0.6,2022-09-20,1,9,September,Other
Wednesday,0.1,2022-09-21,2,9,September,Other
Friday,43.5,2022-09-23,4,9,September,Other
Saturday,0.2,2022-09-03,5,9,September,Other
Saturday,1.6,2022-09-24,5,9,September,Other
Sunday,0.1,2022-09-25,6,9,September,Other
Monday,1.2,2022-09-26,0,9,September,Other
Wednesday,6.5,2022-09-28,2,9,September,Other
Thursday,1.3,2022-09-29,3,9,September,Other
Wednesday,0.2,2022-10-05,2,10,October,Other
Monday,4.0,2022-10-03,0,10,October,Other
Monday,1.0,2022-10-17,0,10,October,Other
Tuesday,11.7,2022-10-18,1,10,October,Other
Monday,8.2,2022-07-04,0,7,July,Other
Sunday,69.7,2022-07-03,6,7,July,Other
Sunday,6.6,2022-07-03,6,7,July,Other
Sunday,54.1,2022-07-03,6,7,July,Other
Monday,100.9,2022-07-04,0,7,July,Other
Wednesday,66.4,2022-07-06,2,7,July,Other
Thursday,6.3,2022-07-07,3,7,July,Other
Tuesday,0.7,2022-07-12,1,7,July,Other
Wednesday,1.2,2022-07-13,2,7,July,Other
Saturday,6.8,2022-07-16,5,7,July,Other
Saturday,30.1,2022-07-23,5,7,July,Other
Sunday,21.0,2022-07-24,6,7,July,Other
Friday,16.5,2022-10-07,4,10,October,Other
Tuesday,146.8,2022-07-05,1,7,July,Other
Sunday,10.1,2022-10-02,6,10,October,Other
Saturday,3.4,2022-07-30,5,7,July,Other
Saturday,33.3,2022-08-13,5,8,August,Other
Sunday,7.0,2022-07-03,6,7,July,Other
Sunday,22.8,2022-07-03,6,7,July,Other
Wednesday,2.7,2022-07-06,2,7,July,Other
Thursday,9.3,2022-07-07,3,7,July,Other
Friday,5.5,2022-07-08,4,7,July,Other
Sunday,23.5,2022-07-10,6,7,July,Other
Monday,5.0,2022-07-11,0,7,July,Other
Monday,6.9,2022-07-04,0,7,July,Other
Wednesday,13.7,2022-07-06,2,7,July,Other
Sunday,30.8,2022-07-03,6,7,July,Other
Sunday,12.2,2022-07-03,6,7,July,Other
Sunday,5.8,2022-07-03,6,7,July,Other
Friday,1.2,2022-09-16,4,9,September,Other
Sunday,1.1,2022-07-03,6,7,July,Other
Monday,31.9,2022-07-04,0,7,July,Other
Wednesday,51.9,2022-07-06,2,7,July,Other
Thursday,22.9,2022-07-07,3,7,July,Other
Friday,32.4,2022-07-08,4,7,July,Other
Monday,14.4,2022-07-11,0,7,July,Other
Thursday,67.5,2022-08-11,3,8,August,Other
Tuesday,21.1,2022-07-12,1,7,July,Other
Wednesday,67.9,2022-07-13,2,7,July,Other
Friday,37.8,2022-07-29,4,7,July,Other
Friday,37.4,2022-08-12,4,8,August,Other
Sunday,26.3,2022-08-14,6,8,August,Other
Sunday,53.2,2022-08-07,6,8,August,Other
Tuesday,42.7,2022-07-19,1,7,July,Other
Thursday,60.1,2022-07-21,3,7,July,Other
Wednesday,24.8,2022-08-17,2,8,August,Other
Tuesday,12.1,2022-08-16,1,8,August,Other
Friday,46.2,2022-07-22,4,7,July,Other
Tuesday,9.2,2022-08-02,1,8,August,Other
Monday,19.7,2022-08-01,0,8,August,Other
Tuesday,31.9,2022-07-26,1,7,July,Other
Wednesday,33.9,2022-07-27,2,7,July,Other
Thursday,22.6,2022-07-28,3,7,July,Other
Wednesday,29.1,2022-08-03,2,8,August,Other
Thursday,16.4,2022-08-04,3,8,August,Other
Sunday,6.6,2022-07-03,6,7,July,Other
Tuesday,49.6,2022-07-05,1,7,July,Other
Saturday,15.2,2022-08-06,5,8,August,Other
Sunday,7.2,2022-07-03,6,7,July,Other
Monday,42.8,2022-08-15,0,8,August,Other
Sunday,1.4,2022-07-03,6,7,July,Other
Sunday,381.8,2022-07-24,6,7,July,Other
Monday,138.4,2022-07-25,0,7,July,Other
Saturday,211.9,2022-07-23,5,7,July,Other
Wednesday,102.0,2022-07-27,2,7,July,Other
Thursday,104.4,2022-07-21,3,7,July,Other
Friday,135.4,2022-07-22,4,7,July,Other
Sunday,239.9,2022-07-17,6,7,July,Other
Wednesday,51.7,2022-07-20,2,7,July,Other
Monday,93.8,2022-07-18,0,7,July,Other
Tuesday,44.2,2022-07-19,1,7,July,Other
Saturday,54.3,2022-08-27,5,8,August,Other
Sunday,15.8,2022-08-28,6,8,August,Other
Saturday,122.8,2022-07-16,5,7,July,Other
Monday,5.2,2022-09-05,0,9,September,Other
Sunday,6.3,2022-07-10,6,7,July,Other
Sunday,0.4,2022-07-03,6,7,July,Other
Monday,16.4,2022-07-04,0,7,July,Other
Monday,6.4,2022-07-04,0,7,July,Other
Monday,68.1,2022-07-04,0,7,July,Other
Tuesday,42.4,2022-07-05,1,7,July,Other
Tuesday,28.0,2022-09-13,1,9,September,Other
Sunday,34.7,2022-09-18,6,9,September,Other
Monday,64.0,2022-10-10,0,10,October,Other
Tuesday,3.4,2022-10-11,1,10,October,Other
Wednesday,25.7,2022-07-06,2,7,July,Other
Thursday,33.6,2022-07-07,3,7,July,Other
Friday,48.9,2022-07-08,4,7,July,Other
Saturday,46.4,2022-07-09,5,7,July,Other
Sunday,12.4,2022-07-10,6,7,July,Other
Monday,81.5,2022-07-11,0,7,July,Other
Monday,18.1,2022-07-18,0,7,July,Other
Tuesday,9.9,2022-07-19,1,7,July,Other
Monday,58.5,2022-07-25,0,7,July,Other
Tuesday,75.7,2022-07-26,1,7,July,Other
Wednesday,74.7,2022-07-27,2,7,July,Other
Tuesday,27.1,2022-08-23,1,8,August,Other
Saturday,27.6,2022-08-27,5,8,August,Other
Sunday,16.4,2022-08-28,6,8,August,Other
Thursday,75.5,2022-07-28,3,7,July,Other
Monday,32.4,2022-08-01,0,8,August,Other
Tuesday,1.8,2022-08-02,1,8,August,Other
Thursday,26.7,2022-08-04,3,8,August,Other
Friday,48.4,2022-08-05,4,8,August,Other
Sunday,34.2,2022-08-07,6,8,August,Other
Tuesday,45.7,2022-08-09,1,8,August,Other
Monday,11.5,2022-07-04,0,7,July,Other
Monday,0.2,2022-07-04,0,7,July,Other
Monday,0.6,2022-07-04,0,7,July,Other
Monday,38.6,2022-07-04,0,7,July,Other
Tuesday,26.1,2022-07-26,1,7,July,Other
Sunday,40.8,2022-07-31,6,7,July,Other
Thursday,41.0,2022-07-28,3,7,July,Other
Friday,63.6,2022-07-29,4,7,July,Other
Tuesday,190.7,2022-07-12,1,7,July,Other
Tuesday,293.1,2022-07-19,1,7,July,Other
Sunday,58.6,2022-10-09,6,10,October,Other
Monday,82.3,2022-10-10,0,10,October,Other
Wednesday,16.9,2022-10-12,2,10,October,Other
Tuesday,39.5,2022-10-11,1,10,October,Other
Friday,15.2,2022-10-14,4,10,October,Other
Sunday,44.3,2022-10-16,6,10,October,Other
Monday,4.0,2022-10-17,0,10,October,Other
Monday,189.5,2022-07-25,0,7,July,Other
Wednesday,200.5,2022-07-20,2,7,July,Other
Friday,154.2,2022-07-22,4,7,July,Other
Saturday,92.1,2022-07-23,5,7,July,Other
Monday,28.8,2022-07-18,0,7,July,Other
Sunday,113.9,2022-07-24,6,7,July,Other
Sunday,38.5,2022-09-18,6,9,September,Other
Sunday,48.3,2022-09-25,6,9,September,Other
Monday,25.0,2022-09-26,0,9,September,Other
Tuesday,0.6,2022-09-27,1,9,September,Other
Tuesday,28.5,2022-10-04,1,10,October,Other
Wednesday,30.2,2022-10-05,2,10,October,Other
Thursday,22.8,2022-10-06,3,10,October,Other
Tuesday,18.4,2022-08-02,1,8,August,Other
Thursday,13.6,2022-08-04,3,8,August,Other
Thursday,66.9,2022-08-18,3,8,August,Other
Sunday,7.3,2022-08-07,6,8,August,Other
Sunday,53.2,2022-08-28,6,8,August,Other
Saturday,25.0,2022-09-03,5,9,September,Other
Friday,23.3,2022-09-09,4,9,September,Other
Saturday,13.1,2022-09-10,5,9,September,Other
Monday,8.5,2022-09-12,0,9,September,Other
Tuesday,0.3,2022-09-13,1,9,September,Other
Friday,1.1,2022-07-08,4,7,July,Other
Sunday,8.9,2022-07-10,6,7,July,Other
Monday,7.9,2022-07-11,0,7,July,Other
Thursday,208.1,2022-07-14,3,7,July,Other
Saturday,167.5,2022-07-16,5,7,July,Other
Sunday,85.4,2022-07-17,6,7,July,Other
Tuesday,33.1,2022-10-18,1,10,October,Other
Wednesday,19.2,2022-10-19,2,10,October,Other
Thursday,19.8,2022-10-20,3,10,October,Other
Wednesday,0.4,2022-07-06,2,7,July,Other
Monday,0.4,2022-07-04,0,7,July,Other
Monday,13.8,2022-07-04,0,7,July,Other
Saturday,18.6,2022-10-01,5,10,October,Other
Monday,4.8,2022-07-04,0,7,July,Other
Monday,17.1,2022-07-04,0,7,July,Other
Tuesday,3.0,2022-07-05,1,7,July,Other
Wednesday,25.3,2022-07-06,2,7,July,Other
Thursday,1.1,2022-07-07,3,7,July,Other
Tuesday,3.3,2022-07-12,1,7,July,Other
Monday,9.8,2022-07-04,0,7,July,Other
Monday,0.5,2022-07-04,0,7,July,Other
Wednesday,48.2,2022-07-06,2,7,July,Other
Saturday,23.5,2022-07-09,5,7,July,Other
Monday,1.4,2022-07-04,0,7,July,Other
Monday,14.3,2022-07-04,0,7,July,Other
Monday,0.2,2022-07-04,0,7,July,Other
Monday,13.2,2022-07-04,0,7,July,Other
Friday,0.1,2022-10-07,4,10,October,Other
Tuesday,11.8,2022-07-05,1,7,July,Other
Monday,0.1,2022-07-04,0,7,July,Other
Monday,7.4,2022-07-18,0,7,July,Other
Tuesday,50.6,2022-08-23,1,8,August,Other
Friday,6.3,2022-08-26,4,8,August,Other
Wednesday,0.5,2022-08-24,2,8,August,Other
Thursday,23.5,2022-08-25,3,8,August,Other
Monday,52.0,2022-07-04,0,7,July,Other
Sunday,12.6,2022-07-10,6,7,July,Other
Monday,10.4,2022-07-04,0,7,July,Other
Monday,42.0,2022-07-04,0,7,July,Other
Tuesday,4.5,2022-07-05,1,7,July,Other
Monday,0.7,2022-07-04,0,7,July,Other
Saturday,7.3,2022-10-01,5,10,October,Other
Sunday,11.1,2022-10-02,6,10,October,Other
Monday,18.3,2022-10-03,0,10,October,Other
Tuesday,31.6,2022-10-04,1,10,October,Other
Wednesday,40.8,2022-10-05,2,10,October,Other
Wednesday,0.1,2022-09-28,2,9,September,Other
Thursday,17.6,2022-10-06,3,10,October,Other
Friday,15.7,2022-10-07,4,10,October,Other
Saturday,9.5,2022-10-08,5,10,October,Other
Monday,26.3,2022-10-10,0,10,October,Other
Sunday,17.2,2022-10-09,6,10,October,Other
Tuesday,8.6,2022-10-11,1,10,October,Other
Wednesday,18.4,2022-10-12,2,10,October,Other
Thursday,7.3,2022-10-13,3,10,October,Other
Monday,8.6,2022-08-15,0,8,August,Other
Thursday,7.0,2022-09-29,3,9,September,Other
Friday,27.1,2022-09-30,4,9,September,Other
Friday,19.5,2022-10-14,4,10,October,Other
